2025-02-11 14:38:18.848 MSK [73] repl_user@[unknown] STATEMENT:  BASE_BACKUP ( LABEL 'pg_basebackup base backup',  PROGRESS,  WAIT 0,  MANIFEST 'yes',  TARGET 'client')
2025-02-11 14:38:18.928 MSK [44] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:38:18.936 MSK [39] LOG:  checkpoint starting: force wait
2025-02-11 14:38:19.020 MSK [39] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.001 s, total=0.092 s; sync files=2, longest=0.001 s, average=0.001 s; distance=16384 kB, estimate=16384 kB
2025-02-11 14:38:19.093 MSK [74] repl_user@[unknown] LOG:  received replication command: SHOW data_directory_mode
2025-02-11 14:38:19.093 MSK [74] repl_user@[unknown] STATEMENT:  SHOW data_directory_mode
2025-02-11 14:38:19.093 MSK [74] repl_user@[unknown] LOG:  received replication command: CREATE_REPLICATION_SLOT "pg_basebackup_74" TEMPORARY PHYSICAL ( RESERVE_WAL)
2025-02-11 14:38:19.093 MSK [74] repl_user@[unknown] STATEMENT:  CREATE_REPLICATION_SLOT "pg_basebackup_74" TEMPORARY PHYSICAL ( RESERVE_WAL)
2025-02-11 14:38:19.105 MSK [74] repl_user@[unknown] LOG:  received replication command: IDENTIFY_SYSTEM
2025-02-11 14:38:19.105 MSK [74] repl_user@[unknown] STATEMENT:  IDENTIFY_SYSTEM
2025-02-11 14:38:19.105 MSK [74] repl_user@[unknown] LOG:  received replication command: START_REPLICATION SLOT "pg_basebackup_74" 0/16000000 TIMELINE 1
2025-02-11 14:38:19.105 MSK [74] repl_user@[unknown] STATEMENT:  START_REPLICATION SLOT "pg_basebackup_74" 0/16000000 TIMELINE 1
2025-02-11 14:38:20.723 MSK [44] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:38:20.730 MSK [44] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:38:32.997 MSK [75] WARNING:  database "postgres" has a collation version mismatch
2025-02-11 14:38:32.997 MSK [75] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:38:32.997 MSK [75] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:38:48.026 MSK [76] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 14:38:48.026 MSK [76] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:38:48.026 MSK [76] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:39:03.017 MSK [77] WARNING:  database "template1" has a collation version mismatch
2025-02-11 14:39:03.017 MSK [77] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:39:03.017 MSK [77] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE template1 REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:39:18.028 MSK [78] WARNING:  database "db_customers" has a collation version mismatch
2025-02-11 14:39:18.028 MSK [78] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:39:18.028 MSK [78] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE db_customers REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:39:20.790 MSK [44] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:39:33.016 MSK [79] WARNING:  database "postgres" has a collation version mismatch
2025-02-11 14:39:33.016 MSK [79] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:39:33.016 MSK [79] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:39:48.041 MSK [80] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 14:39:48.041 MSK [80] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:39:48.041 MSK [80] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:40:03.018 MSK [81] WARNING:  database "template1" has a collation version mismatch
2025-02-11 14:40:03.018 MSK [81] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:40:03.018 MSK [81] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE template1 REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:40:18.045 MSK [82] WARNING:  database "db_customers" has a collation version mismatch
2025-02-11 14:40:18.045 MSK [82] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:40:18.045 MSK [82] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE db_customers REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:40:20.795 MSK [44] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:40:33.029 MSK [83] WARNING:  database "postgres" has a collation version mismatch
2025-02-11 14:40:33.029 MSK [83] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:40:33.029 MSK [83] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:40:48.048 MSK [84] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 14:40:48.048 MSK [84] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:40:48.048 MSK [84] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:41:03.028 MSK [85] WARNING:  database "template1" has a collation version mismatch
2025-02-11 14:41:03.028 MSK [85] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:41:03.028 MSK [85] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE template1 REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:41:18.069 MSK [86] WARNING:  database "db_customers" has a collation version mismatch
2025-02-11 14:41:18.069 MSK [86] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 14:41:18.069 MSK [86] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE db_customers REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 14:52:34.770 MSK [16] LOG:  starting PostgreSQL 15.1 (Debian 15.1-1.pgdg110+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 10.2.1-6) 10.2.1 20210110, 64-bit
2025-02-11 14:52:34.770 MSK [16] LOG:  listening on IPv4 address "0.0.0.0", port 5432
2025-02-11 14:52:34.770 MSK [16] LOG:  listening on IPv6 address "::", port 5432
2025-02-11 14:52:34.783 MSK [16] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
2025-02-11 14:52:34.799 MSK [16] LOG:  could not open usermap file "/var/lib/postgresql/data/pg_ident.conf": No such file or directory
2025-02-11 14:52:34.810 MSK [40] LOG:  database system was interrupted; last known up at 2025-02-11 14:38:19 MSK
2025-02-11 14:52:35.003 MSK [40] LOG:  database system was not properly shut down; automatic recovery in progress
2025-02-11 14:52:35.014 MSK [40] LOG:  redo starts at 0/16000060
2025-02-11 14:52:35.015 MSK [40] LOG:  invalid record length at 0/17000060: wanted 24, got 0
2025-02-11 14:52:35.015 MSK [40] LOG:  redo done at 0/17000028 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2025-02-11 14:52:35.033 MSK [38] LOG:  checkpoint starting: end-of-recovery immediate wait
2025-02-11 14:52:35.047 MSK [38] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.001 s, total=0.017 s; sync files=2, longest=0.001 s, average=0.001 s; distance=16384 kB, estimate=16384 kB
2025-02-11 14:52:35.057 MSK [16] LOG:  database system is ready to accept connections
2025-02-11 14:52:35.069 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:53:34.976 MSK [45] postgres@ptdev FATAL:  no pg_hba.conf entry for host "172.20.0.3", user "postgres", database "ptdev", SSL encryption
2025-02-11 14:53:34.979 MSK [46] postgres@ptdev FATAL:  no pg_hba.conf entry for host "172.20.0.3", user "postgres", database "ptdev", no encryption
2025-02-11 14:53:35.105 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:53:56.420 MSK [47] postgres@ptdev FATAL:  no pg_hba.conf entry for host "172.20.0.3", user "postgres", database "ptdev", SSL encryption
2025-02-11 14:53:56.423 MSK [48] postgres@ptdev FATAL:  no pg_hba.conf entry for host "172.20.0.3", user "postgres", database "ptdev", no encryption
2025-02-11 14:54:35.156 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:55:03.156 MSK [51] repl_user@[unknown] LOG:  received replication command: SHOW data_directory_mode
2025-02-11 14:55:03.156 MSK [51] repl_user@[unknown] STATEMENT:  SHOW data_directory_mode
2025-02-11 14:55:18.888 MSK [53] repl_user@[unknown] LOG:  received replication command: SHOW data_directory_mode
2025-02-11 14:55:18.888 MSK [53] repl_user@[unknown] STATEMENT:  SHOW data_directory_mode
2025-02-11 14:55:18.889 MSK [53] repl_user@[unknown] LOG:  received replication command: SHOW wal_segment_size
2025-02-11 14:55:18.889 MSK [53] repl_user@[unknown] STATEMENT:  SHOW wal_segment_size
2025-02-11 14:55:18.890 MSK [53] repl_user@[unknown] LOG:  received replication command: IDENTIFY_SYSTEM
2025-02-11 14:55:18.890 MSK [53] repl_user@[unknown] STATEMENT:  IDENTIFY_SYSTEM
2025-02-11 14:55:18.892 MSK [53] repl_user@[unknown] LOG:  received replication command: BASE_BACKUP ( LABEL 'pg_basebackup base backup',  PROGRESS,  WAIT 0,  MANIFEST 'yes',  TARGET 'client')
2025-02-11 14:55:18.892 MSK [53] repl_user@[unknown] STATEMENT:  BASE_BACKUP ( LABEL 'pg_basebackup base backup',  PROGRESS,  WAIT 0,  MANIFEST 'yes',  TARGET 'client')
2025-02-11 14:55:18.988 MSK [38] LOG:  checkpoint starting: force wait
2025-02-11 14:55:18.988 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:55:19.070 MSK [38] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.001 s, total=0.083 s; sync files=0, longest=0.000 s, average=0.000 s; distance=16383 kB, estimate=16383 kB
2025-02-11 14:55:19.112 MSK [54] repl_user@[unknown] LOG:  received replication command: SHOW data_directory_mode
2025-02-11 14:55:19.112 MSK [54] repl_user@[unknown] STATEMENT:  SHOW data_directory_mode
2025-02-11 14:55:19.112 MSK [54] repl_user@[unknown] LOG:  received replication command: CREATE_REPLICATION_SLOT "pg_basebackup_54" TEMPORARY PHYSICAL ( RESERVE_WAL)
2025-02-11 14:55:19.112 MSK [54] repl_user@[unknown] STATEMENT:  CREATE_REPLICATION_SLOT "pg_basebackup_54" TEMPORARY PHYSICAL ( RESERVE_WAL)
2025-02-11 14:55:19.121 MSK [54] repl_user@[unknown] LOG:  received replication command: IDENTIFY_SYSTEM
2025-02-11 14:55:19.121 MSK [54] repl_user@[unknown] STATEMENT:  IDENTIFY_SYSTEM
2025-02-11 14:55:19.122 MSK [54] repl_user@[unknown] LOG:  received replication command: START_REPLICATION SLOT "pg_basebackup_54" 0/18000000 TIMELINE 1
2025-02-11 14:55:19.122 MSK [54] repl_user@[unknown] STATEMENT:  START_REPLICATION SLOT "pg_basebackup_54" 0/18000000 TIMELINE 1
2025-02-11 14:55:20.673 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:55:20.676 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:56:20.728 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:57:20.774 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:58:20.834 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 14:59:20.894 MSK [43] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:01:34.813 MSK [16] LOG:  starting PostgreSQL 15.1 (Debian 15.1-1.pgdg110+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 10.2.1-6) 10.2.1 20210110, 64-bit
2025-02-11 15:01:34.814 MSK [16] LOG:  listening on IPv4 address "0.0.0.0", port 5432
2025-02-11 15:01:34.814 MSK [16] LOG:  listening on IPv6 address "::", port 5432
2025-02-11 15:01:34.818 MSK [16] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
2025-02-11 15:01:34.827 MSK [16] LOG:  could not open usermap file "/var/lib/postgresql/data/pg_ident.conf": No such file or directory
2025-02-11 15:01:34.838 MSK [39] LOG:  database system was interrupted; last known up at 2025-02-11 14:55:19 MSK
2025-02-11 15:01:34.975 MSK [39] LOG:  database system was not properly shut down; automatic recovery in progress
2025-02-11 15:01:34.991 MSK [39] LOG:  redo starts at 0/18000028
2025-02-11 15:01:34.991 MSK [39] LOG:  invalid record length at 0/19000060: wanted 24, got 0
2025-02-11 15:01:34.992 MSK [39] LOG:  redo done at 0/19000028 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2025-02-11 15:01:35.016 MSK [37] LOG:  checkpoint starting: end-of-recovery immediate wait
2025-02-11 15:01:35.039 MSK [37] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.002 s, total=0.027 s; sync files=2, longest=0.001 s, average=0.001 s; distance=16384 kB, estimate=16384 kB
2025-02-11 15:01:35.057 MSK [16] LOG:  database system is ready to accept connections
2025-02-11 15:01:35.065 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:01:58.795 MSK [44] postgres@ptdev WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 15:01:58.795 MSK [44] postgres@ptdev DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 15:01:58.795 MSK [44] postgres@ptdev HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 15:01:58.797 MSK [44] postgres@ptdev LOG:  statement: BEGIN
2025-02-11 15:01:58.797 MSK [44] postgres@ptdev LOG:  statement: INSERT INTO phone (phonenum) VALUES ('+7 925 046 34 11')
2025-02-11 15:01:58.815 MSK [44] postgres@ptdev LOG:  statement: COMMIT
2025-02-11 15:02:02.856 MSK [45] postgres@ptdev WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 15:02:02.856 MSK [45] postgres@ptdev DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 15:02:02.856 MSK [45] postgres@ptdev HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 15:02:02.857 MSK [45] postgres@ptdev LOG:  statement: BEGIN
2025-02-11 15:02:02.858 MSK [45] postgres@ptdev LOG:  statement: SELECT phonenum FROM phone
2025-02-11 15:02:35.106 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:02:35.155 MSK [46] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 15:02:35.155 MSK [46] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 15:02:35.155 MSK [46] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 15:02:58.654 MSK [48] repl_user@[unknown] LOG:  received replication command: SHOW data_directory_mode
2025-02-11 15:02:58.654 MSK [48] repl_user@[unknown] STATEMENT:  SHOW data_directory_mode
2025-02-11 15:02:58.657 MSK [48] repl_user@[unknown] LOG:  received replication command: SHOW wal_segment_size
2025-02-11 15:02:58.657 MSK [48] repl_user@[unknown] STATEMENT:  SHOW wal_segment_size
2025-02-11 15:02:58.657 MSK [48] repl_user@[unknown] LOG:  received replication command: IDENTIFY_SYSTEM
2025-02-11 15:02:58.657 MSK [48] repl_user@[unknown] STATEMENT:  IDENTIFY_SYSTEM
2025-02-11 15:02:58.659 MSK [48] repl_user@[unknown] LOG:  received replication command: BASE_BACKUP ( LABEL 'pg_basebackup base backup',  PROGRESS,  WAIT 0,  MANIFEST 'yes',  TARGET 'client')
2025-02-11 15:02:58.659 MSK [48] repl_user@[unknown] STATEMENT:  BASE_BACKUP ( LABEL 'pg_basebackup base backup',  PROGRESS,  WAIT 0,  MANIFEST 'yes',  TARGET 'client')
2025-02-11 15:02:58.767 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:02:58.768 MSK [37] LOG:  checkpoint starting: force wait
2025-02-11 15:02:59.088 MSK [37] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.305 s, sync=0.010 s, total=0.321 s; sync files=4, longest=0.005 s, average=0.003 s; distance=16383 kB, estimate=16384 kB
2025-02-11 15:02:59.118 MSK [49] repl_user@[unknown] LOG:  received replication command: SHOW data_directory_mode
2025-02-11 15:02:59.118 MSK [49] repl_user@[unknown] STATEMENT:  SHOW data_directory_mode
2025-02-11 15:02:59.118 MSK [49] repl_user@[unknown] LOG:  received replication command: CREATE_REPLICATION_SLOT "pg_basebackup_49" TEMPORARY PHYSICAL ( RESERVE_WAL)
2025-02-11 15:02:59.118 MSK [49] repl_user@[unknown] STATEMENT:  CREATE_REPLICATION_SLOT "pg_basebackup_49" TEMPORARY PHYSICAL ( RESERVE_WAL)
2025-02-11 15:02:59.121 MSK [49] repl_user@[unknown] LOG:  received replication command: IDENTIFY_SYSTEM
2025-02-11 15:02:59.121 MSK [49] repl_user@[unknown] STATEMENT:  IDENTIFY_SYSTEM
2025-02-11 15:02:59.121 MSK [49] repl_user@[unknown] LOG:  received replication command: START_REPLICATION SLOT "pg_basebackup_49" 0/1A000000 TIMELINE 1
2025-02-11 15:02:59.121 MSK [49] repl_user@[unknown] STATEMENT:  START_REPLICATION SLOT "pg_basebackup_49" 0/1A000000 TIMELINE 1
2025-02-11 15:03:00.839 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:03:00.842 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:03:35.184 MSK [50] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 15:03:35.184 MSK [50] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 15:03:35.184 MSK [50] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 15:04:00.902 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:04:35.243 MSK [63] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 15:04:35.243 MSK [63] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 15:04:35.243 MSK [63] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 15:05:00.958 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:05:35.301 MSK [67] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 15:05:35.301 MSK [67] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 15:05:35.301 MSK [67] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 15:06:01.012 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:06:35.356 MSK [72] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 15:06:35.356 MSK [72] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 15:06:35.356 MSK [72] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 15:07:01.073 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:07:35.422 MSK [75] WARNING:  database "ptdev" has a collation version mismatch
2025-02-11 15:07:35.422 MSK [75] DETAIL:  The database was created using collation version 2.36, but the operating system provides version 2.31.
2025-02-11 15:07:35.422 MSK [75] HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE ptdev REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-02-11 15:07:58.188 MSK [37] LOG:  checkpoint starting: time
2025-02-11 15:07:58.211 MSK [37] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.001 s, total=0.023 s; sync files=0, longest=0.000 s, average=0.000 s; distance=16384 kB, estimate=16384 kB
2025-02-11 15:08:01.134 MSK [42] WARNING:  archive_mode enabled, yet archiving is not configured
2025-02-11 15:08:35.428 MSK [106] WARNING:  database "ptdev" has a collation version mismatch
